Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,211.35000610351562,212.60000610351562,208.39999389648438,211.9499969482422,158.0718994140625,6447592
2020-01-02,212.5,212.8000030517578,208.3000030517578,211.10000610351562,157.43797302246094,5958343
2020-01-03,210.0,212.60000610351562,207.6999969482422,211.85000610351562,157.99732971191406,6452638
2020-01-06,209.9499969482422,209.9499969482422,203.4499969482422,205.6999969482422,153.41067504882812,6853058
2020-01-07,206.5,208.1999969482422,204.35000610351562,205.6999969482422,153.41067504882812,5243225
2020-01-08,203.0,204.5500030517578,198.1999969482422,200.1999969482422,149.3087615966797,7295998
2020-01-09,203.25,203.6999969482422,197.35000610351562,198.0,147.66802978515625,10321169
2020-01-10,199.14999389648438,206.5500030517578,198.9499969482422,205.3000030517578,153.11233520507812,13533598
2020-01-13,205.3000030517578,212.0,205.0,211.5500030517578,157.77359008789062,9863555
2020-01-14,211.14999389648438,213.5,209.75,212.9499969482422,158.81768798828125,5417581
2020-01-15,212.60000610351562,214.60000610351562,211.3000030517578,212.4499969482422,158.44480895996094,4863227
2020-01-16,212.4499969482422,212.6999969482422,207.10000610351562,210.25,156.80404663085938,6937929
2020-01-17,210.0,210.5500030517578,206.10000610351562,207.89999389648438,155.05140686035156,5985342
2020-01-20,208.0,209.8000030517578,200.5,201.14999389648438,150.0172882080078,8110607
2020-01-21,201.14999389648438,205.25,201.14999389648438,202.14999389648438,150.7630615234375,6347967
2020-01-22,199.10000610351562,199.39999389648438,190.9499969482422,191.89999389648438,143.11865234375,19096395
2020-01-23,192.0500030517578,195.1999969482422,189.85000610351562,190.75,142.260986328125,16369722
2020-01-24,193.0,196.3000030517578,192.14999389648438,193.9499969482422,144.64752197265625,10626281
2020-01-27,193.9499969482422,195.0,192.0,193.35000610351562,144.20005798339844,7195361
2020-01-28,193.89999389648438,194.25,188.39999389648438,189.14999389648438,141.0677032470703,10274562
2020-01-29,191.0,193.0,188.0,191.0500030517578,142.48472595214844,10602818
2020-01-30,191.39999389648438,192.35000610351562,187.5,187.9499969482422,140.17274475097656,10859103
2020-01-31,188.8000030517578,189.4499969482422,180.0,181.6999969482422,135.51150512695312,35281395
2020-02-03,174.89999389648438,179.4499969482422,172.14999389648438,178.64999389648438,133.23681640625,15284598
2020-02-04,180.75,183.0,179.75,182.5,136.108154296875,10043759
2020-02-05,184.0,184.0,178.5,179.25,133.68431091308594,9468632
2020-02-06,180.1999969482422,181.60000610351562,178.25,179.9499969482422,134.2063446044922,6917941
2020-02-07,180.3000030517578,186.0500030517578,178.10000610351562,185.0500030517578,138.0099334716797,13470302
2020-02-10,184.89999389648438,185.0,177.64999389648438,178.85000610351562,133.38600158691406,19665611
2020-02-11,180.0,181.5,176.25,179.35000610351562,133.75889587402344,16397703
2020-02-12,181.0,183.39999389648438,178.1999969482422,180.3000030517578,134.46739196777344,14669421
2020-02-13,180.3000030517578,180.9499969482422,175.85000610351562,177.8000030517578,132.6029052734375,11781999
2020-02-14,178.0,178.89999389648438,174.1999969482422,174.75,130.32823181152344,15392705
2020-02-17,174.75,175.1999969482422,166.8000030517578,167.85000610351562,125.18221282958984,15997350
2020-02-18,168.10000610351562,173.9499969482422,165.0,171.85000610351562,128.1654052734375,27643844
2020-02-19,176.35000610351562,178.5500030517578,174.25,177.75,132.5655975341797,21092109
2020-02-20,177.75,180.25,175.1999969482422,179.35000610351562,133.75889587402344,16776977
2020-02-24,178.75,178.89999389648438,173.3000030517578,174.85000610351562,130.4027862548828,9952676
2020-02-25,176.10000610351562,178.6999969482422,174.1999969482422,175.10000610351562,130.58924865722656,13534936
2020-02-26,174.1999969482422,177.75,172.64999389648438,173.8000030517578,129.61972045898438,10925243
2020-02-27,173.75,174.5500030517578,169.60000610351562,174.10000610351562,129.8434600830078,11500515
2020-02-28,171.5500030517578,171.8000030517578,166.75,168.39999389648438,125.5924072265625,14694382
2020-03-02,172.64999389648438,175.0,168.3000030517578,169.35000610351562,126.30089569091797,11962711
2020-03-03,171.35000610351562,179.64999389648438,170.89999389648438,178.1999969482422,132.90122985839844,17015816
2020-03-04,178.25,179.8000030517578,174.10000610351562,178.10000610351562,132.82662963867188,9858330
2020-03-05,180.0,180.1999969482422,172.1999969482422,177.14999389648438,132.1181182861328,12349902
2020-03-06,166.6999969482422,173.0,166.5,168.75,125.85343933105469,10629291
2020-03-09,165.8000030517578,166.6999969482422,156.9499969482422,157.9499969482422,117.7988052368164,23967899
2020-03-11,158.10000610351562,169.89999389648438,157.0500030517578,168.0,125.29407501220703,28399797
2020-03-12,161.0,163.0,150.10000610351562,154.5500030517578,115.2630844116211,33250878
2020-03-13,146.25,161.5500030517578,123.6500015258789,154.10000610351562,114.927490234375,43328010
2020-03-16,150.9499969482422,151.35000610351562,143.10000610351562,143.89999389648438,107.3203353881836,23542677
2020-03-17,145.1999969482422,155.39999389648438,142.3000030517578,145.89999389648438,108.81192779541016,18989633
2020-03-18,151.60000610351562,151.85000610351562,143.0,145.0500030517578,108.17800903320312,18737193
2020-03-19,128.0,133.5,122.0,123.55000305175781,100.45391845703125,28547877
2020-03-20,124.5,135.8000030517578,122.6500015258789,132.8000030517578,107.9747543334961,24022133
2020-03-23,122.5,134.85000610351562,120.05000305175781,127.8499984741211,103.95008087158203,17884315
2020-03-24,129.25,135.0,125.44999694824219,127.8499984741211,103.95008087158203,9991023
2020-03-25,126.0,129.25,123.69999694824219,124.5,101.22632598876953,8339454
2020-03-26,126.0,127.0,119.19999694824219,123.25,100.21000671386719,28364001
2020-03-27,125.9000015258789,132.9499969482422,125.0,131.6999969482422,107.08037567138672,18332679
2020-03-30,127.55000305175781,134.75,127.19999694824219,133.14999389648438,108.25931549072266,12357349
2020-03-31,135.10000610351562,142.35000610351562,134.25,140.0500030517578,113.86946105957031,14997503
2020-04-01,138.75,141.25,137.0500030517578,139.4499969482422,113.3816146850586,8833033
2020-04-03,138.60000610351562,139.89999389648438,131.8000030517578,137.75,111.9994125366211,10936160
2020-04-07,140.3000030517578,142.39999389648438,137.14999389648438,140.14999389648438,113.95075988769531,8203204
2020-04-08,140.0,143.39999389648438,137.0,137.35000610351562,111.6741943359375,7070293
2020-04-09,139.1999969482422,141.4499969482422,138.0,140.8000030517578,114.47926330566406,5078557
2020-04-13,140.8000030517578,146.6999969482422,138.35000610351562,145.89999389648438,118.62586212158203,10691543
2020-04-15,147.39999389648438,151.60000610351562,146.0,146.85000610351562,119.39827728271484,10487965
2020-04-16,144.60000610351562,150.5,144.39999389648438,147.39999389648438,119.845458984375,9736774
2020-04-17,151.5,152.4499969482422,148.3000030517578,148.75,120.94310760498047,7093925
2020-04-20,149.89999389648438,149.89999389648438,143.0,144.1999969482422,117.24364471435547,7139688
2020-04-21,141.0,141.60000610351562,137.8000030517578,139.0,113.01573944091797,6501336
2020-04-22,138.1999969482422,141.3000030517578,135.0,140.6999969482422,114.39794158935547,5604252
2020-04-23,140.8000030517578,144.75,140.10000610351562,140.89999389648438,114.56056213378906,7553183
2020-04-24,140.60000610351562,143.8000030517578,135.8000030517578,137.0,111.38961029052734,11701166
2020-04-27,139.0,139.6999969482422,137.5,138.10000610351562,112.28398895263672,4238903
2020-04-28,138.60000610351562,139.5500030517578,134.4499969482422,135.39999389648438,110.08870697021484,7064210
2020-04-29,135.5,140.85000610351562,135.35000610351562,139.85000610351562,113.70683288574219,7399346
2020-04-30,141.5,149.4499969482422,141.35000610351562,148.5,120.73983764648438,13145052
2020-05-04,144.6999969482422,144.6999969482422,140.35000610351562,142.3000030517578,115.69883728027344,8356099
2020-05-05,143.89999389648438,147.25,137.35000610351562,138.0,112.20267486572266,11879416
2020-05-06,139.35000610351562,139.35000610351562,133.14999389648438,133.75,108.74715423583984,10427774
2020-05-07,130.0,133.0,130.0,130.8000030517578,106.34862518310547,10860354
2020-05-08,132.85000610351562,133.1999969482422,128.5500030517578,129.0,104.8851089477539,7096898
2020-05-11,130.14999389648438,131.0500030517578,128.0500030517578,128.4499969482422,104.43791198730469,6657844
2020-05-12,128.1999969482422,129.0500030517578,125.30000305175781,126.8499984741211,103.13702392578125,8128169
2020-05-13,132.5,132.5,128.5,130.60000610351562,106.18601989746094,11135898
2020-05-14,129.85000610351562,131.4499969482422,128.0500030517578,128.64999389648438,104.60053253173828,5663178
2020-05-15,129.6999969482422,130.85000610351562,127.75,129.60000610351562,105.37295532226562,6296826
2020-05-18,127.0,127.0,121.05000305175781,121.69999694824219,98.94974517822266,24334121
2020-05-19,123.0999984741211,124.1500015258789,121.80000305175781,123.5999984741211,100.49456787109375,9537927
2020-05-20,123.0,125.1500015258789,121.8499984741211,123.25,100.21000671386719,8087994
2020-05-21,123.9000015258789,126.25,122.80000305175781,124.5,101.22632598876953,6187181
2020-05-22,124.0,126.05000305175781,121.9000015258789,125.19999694824219,101.79547119140625,7128048
2020-05-26,125.8499984741211,128.0,125.0,127.25,103.46224975585938,6182999
2020-05-27,127.25,131.35000610351562,126.0,130.8000030517578,106.34862518310547,6084254
2020-05-28,130.85000610351562,134.3000030517578,129.3000030517578,133.89999389648438,108.8691177368164,7882781
2020-05-29,133.5,142.4499969482422,132.25,141.3000030517578,114.88578033447266,16208002
2020-06-01,142.10000610351562,149.75,141.5500030517578,148.5500030517578,120.78048706054688,21204876
2020-06-02,149.14999389648438,149.14999389648438,143.0,143.39999389648438,116.59320831298828,16679738
2020-06-03,145.0,145.10000610351562,141.10000610351562,141.6999969482422,115.21100616455078,11560484
2020-06-04,141.0,142.60000610351562,139.35000610351562,140.25,114.03205871582031,6295232
2020-06-05,141.0,145.75,140.5,144.85000610351562,117.77214813232422,11872471
2020-06-08,148.0,148.9499969482422,144.75,146.6999969482422,119.27632904052734,11258686
2020-06-09,147.9499969482422,147.9499969482422,143.64999389648438,144.3000030517578,117.3249740600586,6957064
2020-06-10,144.0,144.75,140.1999969482422,140.6999969482422,114.39794158935547,8914993
2020-06-11,140.85000610351562,142.89999389648438,137.5,137.6999969482422,111.95874786376953,9259185
