Date,APOLLOHOSP,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,HDFCLIFE,HEROMOTOCO,HINDALCO,ICICIBANK,INDUSINDBK,ITC,KOTAKBANK,LT,MARUTI,NESTLEIND,NTPC,ONGC,RELIANCE,SHREECEM,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
2020-01-02,0.04788449479386392,-0.00923783279727386,0.013557614675800966,0.0034859264717121974,0.004191538608287582,0.004523547264753347,-0.0050430635233509324,-0.00401033645874993,0.020596970872503118,-0.0012744231105437098,0.027298136795967265,0.007172753795994469,0.03011517181456358,0.007349852814640512,-0.0014933842638058525,0.02698583863682269,0.0024823095198036604,-0.003362881286184005,-0.001234073189423035,0.004707777282025205,0.017024337056540162,0.044894412988803145,-0.0015439246273956098,0.036558003420630536,-0.00459042053429537,0.0051830630185891735,0.0007360692790647771,0.044231194341943336,0.0024223100827984734
2020-01-03,-0.005720434792566564,-0.015684059916693416,-0.016805883539292688,-0.012387892845265203,-0.0002196970503508533,-0.00478150699829305,-0.0074973343189017605,0.0035528184667352747,-0.0055971427670478135,0.0011937463452607044,-0.016806709527689923,-0.0032371440602780854,-9.811903204715033e-05,-0.005628543113053497,-0.008644714532265785,-0.007619118134738145,-0.010314003286455709,-0.009216292884231425,-0.01688635069745037,0.0031237312793161998,0.0012049850930566652,-0.005176130913793875,-0.015926994905969716,-0.002371854976862209,0.01992909042386426,0.011813834533161982,-0.013759108108531093,-0.0060308168055052125,0.011276693375119828
2020-01-06,-0.01588047667124115,-0.011197782084050867,-0.03243679565612423,-0.046918464474573374,-0.011975416670951256,-0.005512044139104222,-0.006809260808441353,-0.029030016629298605,-0.017678807966257204,-0.026394307321461863,-0.03303300486210359,-0.024403756138910104,-0.038885405980475296,-0.014255739622641483,-0.0027457166531272836,-0.013707387984223773,-0.029203583830168522,-0.012125125036234863,-0.00377039803649426,-0.017127263161498818,-0.023192311411345035,-0.0027387996070494802,-0.0191703515591507,-0.02160432486340136,-9.085997723601302e-05,-0.006063670943044164,0.01658333404631329,-0.014718452344023136,0.0041815522679908845
2020-01-07,0.011076889572649629,9.877668911162374e-05,0.005855573540885173,0.002739748075724302,-0.010118954435062055,0.004814628733503135,0.003963591001606703,0.0,0.016786416923241454,-0.008487576307152245,-0.0021500095238172756,-0.0053262083603199395,-0.005274261517229983,0.0010633772586703394,0.011073750541518379,0.0028479210176570735,0.004430335742669156,-0.008732984888593198,0.01387722101921085,-0.003960396039603964,0.015384674920579933,0.0426667734832209,0.008971444233496495,0.006022199894347491,0.002454110350269767,0.00869671727388388,0.001165177824930419,0.020446945706429798,0.012095986808588144
2020-01-08,-0.003415112712071733,0.007011323209254572,0.005480598622098043,0.01055482640309724,0.030891933973397512,-0.004281103728002278,-0.008215975351862026,-0.026737968317392835,-0.0017462283970092196,-0.012989501656061164,-0.006942840113232873,0.005832831626848112,-0.0020867156637490725,-0.0048863784584367576,-0.009575964467081532,-0.02192347671336614,-0.005428622267020233,0.007032521036334671,-0.004977239191792271,-0.01829028310139158,-0.0075101964692789736,0.021770573961816808,0.004287094716263207,-0.00178535200401031,0.022394949704329425,-0.009393884994480461,-0.014353983105603985,0.018116049886760743,-0.0015673738434908158
2020-01-09,0.004037561091913666,0.008645893928250326,0.02730851238313914,0.018333620143050622,0.002724201772654089,-0.0074414602694592435,0.011511578483055285,-0.010988995674654833,0.004214080468829762,0.015965135258228846,0.01615239247121303,0.03869184357440747,0.03362817003090379,0.00683179428342684,0.0061637448396711925,0.019046861574622653,0.027390792253069618,0.01752455137670461,-0.005002070992133567,0.002025111431979365,0.02303138872005417,0.016632280083008544,0.038893242055336064,0.01662281725407677,-0.01813541824631415,0.005001346662790729,0.01762433406490671,0.015987636319570786,-0.004513379850896837
2020-01-10,0.004257940052845743,0.005023171483337752,-0.002448045554934719,0.005007007910293737,-0.006737678893501742,-0.0037819791507667233,0.007232490652801182,0.03686870252525254,-0.013301701346001615,0.0037798737825853745,0.003558718861210064,-0.01107447910508641,-0.010877872012026057,0.009329927358257883,0.011801388199592866,0.006420204266926355,0.014195008147748434,0.0028954521933635124,0.007959820795473194,0.003637870745977434,-0.0002260757000649427,0.023268028159702192,0.03895911969350552,0.006312777271050285,-0.000361301946210979,0.0033606611749497084,-0.008079335077474381,0.012898837283500386,-0.007490612835374444
2020-01-13,-0.001648881459335616,-0.002305527574155475,0.008855931073114887,0.004740799193071243,0.026039373960612844,0.01851328639518357,0.008764506652587212,0.030443253315274754,0.003691299775425705,0.0013962846975472676,-0.0014184543735223931,-0.0030541867653863797,0.03245600938809723,0.005252100840336116,0.0037989108957954265,0.007624924643664821,0.003028469408635104,-0.0018793335580126191,0.012053174252993903,0.01047116701001416,-0.002552212640049123,0.020723518205634894,0.033982732950652794,0.019642096997874114,-0.010480879350562189,0.012367118325281812,0.00424583145613644,0.005422331923820245,0.012115205958291853
2020-01-14,0.006639993478283479,0.0024401832163123416,0.010533789058988496,0.006843558650498238,0.0009597189290984076,0.019720141232611788,0.013817661853423369,0.006617791441667853,-0.01782862802203622,0.018865491496778297,0.0035511364157601033,-0.0018566655130015652,-0.03767089864313211,0.016718913270637348,-0.008455991486573167,-0.006443377025343144,0.00463769895353372,0.014350253952552183,0.014373716632443578,-0.003188471979946317,-0.009263489635389033,-0.011297031743058183,0.10383904981771797,0.005748877660110896,0.007555780244953514,0.01323410921029744,0.00703224931582902,0.003267082006605637,0.009419187875983281
2020-01-15,0.012489052024400094,0.007076976498083587,0.0035898819346869004,0.0033985213450988816,-0.003195909194641411,0.0029145288587102414,-0.0005162622612286949,-0.0023479690409894394,0.003744383882783975,0.026913888047425116,0.008020745576146737,-0.0037202382640881826,-0.05477003522121904,-0.0034943724563206713,-0.0007156923693529826,-0.001885227392538602,0.013016514937215229,-0.0005649092867058281,0.002833995951416979,-0.0031987332273804014,-0.003628899465778712,0.0071541078098471544,0.004748475541669128,0.007019654948215104,0.00906248624229633,-0.001381445023547867,0.015208637104795919,0.0051748033834646545,-0.034797868489370165
